PCN,ISSUED,LOCATION,,FINE,Total Paid,Balance
LS84605855,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84605855,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,17/08/2020,30,0
LS84605866,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84605866,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,14/08/2020,30,0
LS84605877,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84605877,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,13/08/2020,30,0
LS84605888,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84605888,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,13/08/2020,30,0
LS84605899,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,0,60
LS84605902,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84605902,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,24/08/2020,30,0
LS84605913,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,09/09/2020,0,98
LS84605924,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,0,98
LS84606450,30/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,30/07/2020,30,0
LS84606450,30/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,25/08/2020,30,0
LS84606461,30/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,30/07/2020,30,0
LS84606461,30/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,18/08/2020,30,0
LS84606472,30/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,30/07/2020,0,98
LS84606472,30/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,11/09/2020,0,98
LS84606483,30/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,30/07/2020,30,0
LS84606483,30/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,17/08/2020,30,0
LS84606494,30/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,19/08/2020,30,0
LS84606494,30/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,20/08/2020,30,0
LS84606734,30/07/2020,"BUS LANE, NEW MARKET STREET",60,11/09/2020,98,0
LS84606745,30/07/2020,"BUS LANE, NEW MARKET STREET",60,30/07/2020,30,0
LS84602904,30/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,23/09/2020,90,0
LS84602970,30/07/2020,"BUS LANE, CANAL STREET",60,30/07/2020,30,0
LS84602970,30/07/2020,"BUS LANE, CANAL STREET",60,07/08/2020,30,0
LS84602981,30/07/2020,"BUS LANE, CANAL STREET",60,30/07/2020,30,0
LS84603168,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,30/07/2020,30,0
LS84603179,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,10/08/2020,30,0
LS8460318A,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,30/07/2020,30,0
LS84603190,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,30/07/2020,30,0
LS84603190,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,03/09/2020,30,0
LS84603248,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,30/07/2020,30,0
LS84603248,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,17/08/2020,30,0
LS84603259,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,30/07/2020,30,0
LS84603259,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,19/08/2020,30,0
LS84603259,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,20/08/2020,30,0
LS84603317,30/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,30/07/2020,30,0
LS84603317,30/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,07/08/2020,30,0
LS84603317,30/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,10/08/2020,30,0
LS84603995,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,11/08/2020,30,0
LS84604003,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84604003,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,14/08/2020,30,0
LS84604003,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,17/08/2020,30,0
LS84604014,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,0,98
LS84604014,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/09/2020,0,98
LS84604036,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,17/08/2020,30,0
LS84604058,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84604058,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,21/08/2020,30,0
LS8460407A,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS8460407A,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,10/08/2020,30,0
LS84604080,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84604091,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84604091,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,07/08/2020,30,0
LS84604182,30/07/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,30/07/2020,30,0
LS84604182,30/07/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,07/08/2020,30,0
LS84604309,30/07/2020,"BUS LANE, NEW MARKET STREET",60,13/08/2020,30,0
LS8460431A,30/07/2020,"BUS LANE, NEW MARKET STREET",60,11/08/2020,30,0
LS84604976,30/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,30/07/2020,0,0
LS84604998,30/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,11/09/2020,0,98
LS84605017,30/07/2020,"BUS LANE, CANAL STREET",60,30/07/2020,30,0
LS84605017,30/07/2020,"BUS LANE, CANAL STREET",60,14/08/2020,30,0
LS84605028,30/07/2020,"BUS LANE, CANAL STREET",60,11/09/2020,0,98
LS8460512A,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,11/09/2020,90,0
LS84605130,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,30/07/2020,30,0
LS84605141,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,30/07/2020,30,0
LS84605141,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,12/08/2020,30,0
LS84605152,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,11/08/2020,30,0
LS84605163,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,26/08/2020,30,0
LS84605174,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,30/07/2020,30,0
LS84605378,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,11/08/2020,30,0
LS84605389,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,11/09/2020,0,98
LS8460539A,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,30/07/2020,30,0
LS84605403,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,26/08/2020,30,0
LS84605480,30/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,19/08/2020,30,0
LS84605560,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,14/08/2020,30,0
LS84605571,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,18/08/2020,30,0
LS84605593,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,14/09/2020,30,0
LS84605607,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,30/07/2020,30,0
LS84605629,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,11/09/2020,30,0
LS8460563A,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,11/09/2020,0,98
LS84605640,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,17/08/2020,30,0
LS84605720,30/07/2020,"BUS LANE, BURLEY RD JNC STUDIO RD",60,30/07/2020,0,60
LS84605811,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,0,60
LS84605822,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84605822,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,12/08/2020,30,0
LS84605833,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,07/09/2020,0,0
LS84605844,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84605877,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,14/08/2020,30,0
LS84605888,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,12/08/2020,30,0
LS84605902,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,25/08/2020,30,0
LS84605913,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,0,98
LS84605924,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,11/09/2020,0,98
LS84605935,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,0,0
LS84605935,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,17/08/2020,0,0
LS84606450,30/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,24/08/2020,30,0
LS84606461,30/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,19/08/2020,30,0
LS84606494,30/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,30/07/2020,30,0
LS84606723,30/07/2020,"BUS LANE, NEW MARKET STREET",60,30/07/2020,30,0
LS84606723,30/07/2020,"BUS LANE, NEW MARKET STREET",60,25/08/2020,30,0
LS84606723,30/07/2020,"BUS LANE, NEW MARKET STREET",60,26/08/2020,30,0
LS84606734,30/07/2020,"BUS LANE, NEW MARKET STREET",60,30/07/2020,98,0
LS84606734,30/07/2020,"BUS LANE, NEW MARKET STREET",60,18/09/2020,98,0
LS84606745,30/07/2020,"BUS LANE, NEW MARKET STREET",60,09/09/2020,30,0
LS84606745,30/07/2020,"BUS LANE, NEW MARKET STREET",60,14/09/2020,30,0
LS84606880,30/07/2020,"BUS LANE, BURLEY ROAD",60,30/07/2020,0,60
LS84605006,31/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,20/08/2020,30,0
LS84605039,31/07/2020,"BUS LANE, CANAL STREET",60,31/07/2020,30,0
LS84605039,31/07/2020,"BUS LANE, CANAL STREET",60,16/08/2020,30,0
LS8460504A,31/07/2020,"BUS LANE, CANAL STREET",60,14/08/2020,30,0
LS84605050,31/07/2020,"BUS LANE, CANAL STREET",60,11/09/2020,0,98
LS84605061,31/07/2020,"BUS LANE, CANAL STREET",60,02/09/2020,30,0
LS84605072,31/07/2020,"BUS LANE, CANAL STREET",60,31/07/2020,30,0
LS84605072,31/07/2020,"BUS LANE, CANAL STREET",60,18/08/2020,30,0
LS84605083,31/07/2020,"BUS LANE, CANAL STREET",60,14/08/2020,30,0
LS84605083,31/07/2020,"BUS LANE, CANAL STREET",60,17/08/2020,30,0
LS8460520A,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,12/09/2020,90,0
LS84605210,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,31/07/2020,30,0
LS84605210,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,17/08/2020,30,0
LS84605221,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,20/08/2020,30,0
LS84605232,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,31/07/2020,0,60
LS84605232,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,21/08/2020,0,60
LS84605265,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,19/08/2020,30,0
LS84605276,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,31/07/2020,30,0
LS84605287,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,31/07/2020,30,0
LS84605287,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,18/08/2020,30,0
LS84605298,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,31/07/2020,30,0
LS84605436,31/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,11/09/2020,30,0
LS84605458,31/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,31/07/2020,30,0
LS84605469,31/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,31/07/2020,0,0
LS84605505,31/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,31/07/2020,30,0
LS84605527,31/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,31/07/2020,30,0
LS84605538,31/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,31/07/2020,30,0
LS84605538,31/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,18/08/2020,30,0
LS84605549,31/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,25/08/2020,30,0
LS84605651,31/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,31/07/2020,30,0
LS84605651,31/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,26/08/2020,30,0
LS84605662,31/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,31/07/2020,30,0
LS84605673,31/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,15/08/2020,30,0
LS84605684,31/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,31/07/2020,0,98
LS84605684,31/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,11/09/2020,0,98
LS84605695,31/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,14/08/2020,30,0
LS84605709,31/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,31/07/2020,0,0
LS84605709,31/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,21/08/2020,0,0
LS8460571A,31/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,31/07/2020,30,0
LS8460571A,31/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,17/08/2020,30,0
LS84605731,31/07/2020,"BUS LANE, BURLEY RD JNC STUDIO RD",60,31/07/2020,0,0
LS84605764,31/07/2020,"BUS LANE, DEWSBURY ROAD (M621)",60,31/07/2020,30,0
LS84605775,31/07/2020,"BUS LANE, DEWSBURY ROAD (M621)",60,31/07/2020,30,0
LS84605775,31/07/2020,"BUS LANE, DEWSBURY ROAD (M621)",60,31/08/2020,30,0
LS84605786,31/07/2020,"BUS LANE, YORK RD SERVICE RD",60,31/07/2020,30,0
LS84605786,31/07/2020,"BUS LANE, YORK RD SERVICE RD",60,18/08/2020,30,0
LS84605946,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,28/08/2020,30,0
LS84605957,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,11/09/2020,90,0
LS84605957,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,18/09/2020,90,0
LS84605968,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,31/07/2020,30,0
LS84605968,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,19/08/2020,30,0
LS84605979,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,31/07/2020,60,0
LS84605979,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/09/2020,60,0
LS8460598A,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,25/08/2020,30,0
LS84605990,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,22/08/2020,30,0
LS84606009,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,31/07/2020,30,0
LS8460601A,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,17/08/2020,30,0
LS84606020,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,31/07/2020,30,0
LS84606042,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,31/07/2020,30,0
LS84606042,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,14/08/2020,30,0
LS84606042,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,17/08/2020,30,0
LS84606053,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,03/09/2020,30,0
LS84606097,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,31/07/2020,30,0
LS84606111,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,31/07/2020,30,0
LS84606122,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,31/07/2020,30,0
LS84606122,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,21/08/2020,30,0
LS84606133,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,31/07/2020,30,0
LS84606133,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,21/08/2020,30,0
LS84606133,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,24/08/2020,30,0
LS84606144,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,31/07/2020,30,0
LS84606144,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,17/08/2020,30,0
LS84606155,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,31/07/2020,0,98
LS84606177,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,20/08/2020,30,0
LS84606177,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,21/08/2020,30,0
LS84606188,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,31/07/2020,30,0
LS84606188,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,24/08/2020,30,0
LS84606199,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,31/07/2020,90,0
LS84606199,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,11/09/2020,90,0
LS84606202,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,31/07/2020,0,98
LS84606202,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,11/09/2020,0,98
LS84606213,31/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,15/09/2020,30,0
LS84606508,31/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,31/07/2020,30,0
LS84606519,31/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,17/08/2020,30,0
LS8460652A,31/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,19/08/2020,30,0
LS8460652A,31/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,20/08/2020,30,0
LS84606585,31/07/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,31/07/2020,30,0
LS84606585,31/07/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,20/08/2020,30,0
LS84606596,31/07/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,31/07/2020,0,98
LS8460660A,31/07/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,31/07/2020,30,0
LS8460660A,31/07/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,14/08/2020,30,0
LS84606621,31/07/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,31/07/2020,30,0
LS84606621,31/07/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,18/08/2020,30,0
LS84606632,31/07/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,31/07/2020,0,98
LS84606632,31/07/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,11/09/2020,0,98
LS84606756,31/07/2020,"BUS LANE, NEW MARKET STREET",60,31/07/2020,30,0
LS84606756,31/07/2020,"BUS LANE, NEW MARKET STREET",60,17/08/2020,30,0
LS84606767,31/07/2020,"BUS LANE, NEW MARKET STREET",60,31/07/2020,30,0
LS84606767,31/07/2020,"BUS LANE, NEW MARKET STREET",60,21/08/2020,30,0
LS84606778,31/07/2020,"BUS LANE, NEW MARKET STREET",60,31/07/2020,0,0
LS84606789,31/07/2020,"BUS LANE, NEW MARKET STREET",60,31/07/2020,30,0
LS84606789,31/07/2020,"BUS LANE, NEW MARKET STREET",60,08/09/2020,30,0
LS8460679A,31/07/2020,"BUS LANE, NEW MARKET STREET",60,25/08/2020,30,0
LS84606803,31/07/2020,"BUS LANE, NEW MARKET STREET",60,28/08/2020,30,0
LS84606891,31/07/2020,"BUS LANE, BURLEY ROAD",60,31/07/2020,30,0
LS84606916,31/07/2020,"BUS LANE, BURLEY ROAD",60,31/07/2020,30,0
LS84606916,31/07/2020,"BUS LANE, BURLEY ROAD",60,14/08/2020,30,0
LS84605006,31/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,31/07/2020,30,0
LS8460504A,31/07/2020,"BUS LANE, CANAL STREET",60,31/07/2020,30,0
LS84605050,31/07/2020,"BUS LANE, CANAL STREET",60,31/07/2020,0,98
LS84605061,31/07/2020,"BUS LANE, CANAL STREET",60,31/07/2020,30,0
LS84605061,31/07/2020,"BUS LANE, CANAL STREET",60,01/09/2020,30,0
LS84605072,31/07/2020,"BUS LANE, CANAL STREET",60,19/08/2020,30,0
LS84605083,31/07/2020,"BUS LANE, CANAL STREET",60,31/07/2020,30,0
LS8460520A,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,31/07/2020,90,0
LS8460520A,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,11/09/2020,90,0
LS84605210,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,18/08/2020,30,0
LS84605221,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,31/07/2020,30,0
LS84605221,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,21/08/2020,30,0
LS84605232,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,20/08/2020,0,60
LS84605243,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,31/07/2020,0,90
LS84605243,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,11/09/2020,0,90
LS84605254,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,31/07/2020,0,98
LS84605254,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,11/09/2020,0,98
LS84605265,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,31/07/2020,30,0
LS84605265,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,18/08/2020,30,0
LS84605276,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,14/08/2020,30,0
LS84605287,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,17/08/2020,30,0
LS84605298,31/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,20/08/2020,30,0
LS84605436,31/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,31/07/2020,30,0
LS84605436,31/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,28/09/2020,30,0
LS84605436,31/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,30/09/2020,30,0
LS84605447,31/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,31/07/2020,0,98
LS84605447,31/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,11/09/2020,0,98
LS84605458,31/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,15/08/2020,30,0
LS84605469,31/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,17/08/2020,0,0
LS84605491,31/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,31/07/2020,30,0
LS84605491,31/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,18/08/2020,30,0
LS84605505,31/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,19/08/2020,30,0
LS84605505,31/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,20/08/2020,30,0
LS84605516,31/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,31/07/2020,0,98
LS84605516,31/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,11/09/2020,0,98
LS84605527,31/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,23/08/2020,30,0
LS84605538,31/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,17/08/2020,30,0
LS84605549,31/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,31/07/2020,30,0
LS84605651,31/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,27/08/2020,30,0
LS84605662,31/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,14/08/2020,30,0
LS84605673,31/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,31/07/2020,30,0
LS84605695,31/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,31/07/2020,30,0
LS8460571A,31/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,18/08/2020,30,0
LS84605731,31/07/2020,"BUS LANE, BURLEY RD JNC STUDIO RD",60,17/08/2020,0,0
LS84605764,31/07/2020,"BUS LANE, DEWSBURY ROAD (M621)",60,25/08/2020,30,0
LS84605764,31/07/2020,"BUS LANE, DEWSBURY ROAD (M621)",60,26/08/2020,30,0
LS84605786,31/07/2020,"BUS LANE, YORK RD SERVICE RD",60,19/08/2020,30,0
LS84605797,31/07/2020,"BUS LANE, YORK RD SERVICE RD",60,31/07/2020,30,0
LS84605797,31/07/2020,"BUS LANE, YORK RD SERVICE RD",60,11/09/2020,30,0
