PCN,ISSUED,LOCATION,,FINE,Total Paid,Balance
LS84603623,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,04/09/2020,0,98
LS84603634,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603634,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,13/08/2020,30,0
LS84603634,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,14/08/2020,30,0
LS84603645,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,0,0
LS84603645,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,01/09/2020,0,0
LS84603656,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,10/08/2020,30,0
LS84603667,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603667,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,19/08/2020,30,0
LS84603678,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603678,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,17/08/2020,30,0
LS84603689,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,26/08/2020,30,0
LS8460369A,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS8460369A,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,11/08/2020,30,0
LS84603703,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,13/08/2020,30,0
LS84603714,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603714,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,09/08/2020,30,0
LS84603725,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603725,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,11/08/2020,30,0
LS84603725,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,12/08/2020,30,0
LS84603736,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603736,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,11/08/2020,30,0
LS84603747,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/09/2020,0,98
LS84603758,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603758,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,17/08/2020,30,0
LS84603769,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,17/08/2020,30,0
LS8460377A,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,0,60
LS84603780,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,13/08/2020,30,0
LS84603791,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,07/08/2020,30,0
LS84603805,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,0,0
LS84603805,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,07/09/2020,0,0
LS84603816,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/09/2020,0,98
LS84603827,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,10/08/2020,30,0
LS84603838,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603849,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,0,98
LS8460385A,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,26/08/2020,0,60
LS84603871,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,17/08/2020,30,0
LS84603882,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/09/2020,98,0
LS84603893,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/09/2020,0,98
LS84603907,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603918,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603918,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,10/08/2020,30,0
LS84603929,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603929,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,12/08/2020,30,0
LS8460393A,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,0,0
LS8460393A,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,19/08/2020,0,0
LS84603940,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603940,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,11/08/2020,30,0
LS84603951,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603951,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,04/09/2020,30,0
LS84603951,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,23/09/2020,30,0
LS84603973,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,14/08/2020,30,0
LS84604116,29/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,29/07/2020,0,0
LS84604116,29/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,12/08/2020,0,0
LS84604218,29/07/2020,"BUS LANE, NEW MARKET STREET",60,29/07/2020,30,0
LS84604218,29/07/2020,"BUS LANE, NEW MARKET STREET",60,09/08/2020,30,0
LS84604229,29/07/2020,"BUS LANE, NEW MARKET STREET",60,10/09/2020,30,0
LS8460423A,29/07/2020,"BUS LANE, NEW MARKET STREET",60,29/07/2020,0,98
LS8460423A,29/07/2020,"BUS LANE, NEW MARKET STREET",60,09/09/2020,0,98
LS84604240,29/07/2020,"BUS LANE, NEW MARKET STREET",60,13/09/2020,30,0
LS84604273,29/07/2020,"BUS LANE, NEW MARKET STREET",60,29/07/2020,30,0
LS84604295,29/07/2020,"BUS LANE, NEW MARKET STREET",60,29/07/2020,30,0
LS84604295,29/07/2020,"BUS LANE, NEW MARKET STREET",60,14/08/2020,30,0
LS84604320,29/07/2020,"BUS LANE, BURLEY ROAD",60,29/07/2020,0,0
LS84604320,29/07/2020,"BUS LANE, BURLEY ROAD",60,10/08/2020,0,0
LS8460210A,29/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,29/07/2020,30,0
LS84602868,29/07/2020,"BUS LANE, KIRKSTALL ROAD (FIRE STN)",60,29/07/2020,0,98
LS84602868,29/07/2020,"BUS LANE, KIRKSTALL ROAD (FIRE STN)",60,04/09/2020,0,98
LS84602879,29/07/2020,"BUS LANE, KIRKSTALL ROAD (FIRE STN)",60,20/08/2020,30,0
LS8460288A,29/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,29/07/2020,30,0
LS8460288A,29/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,11/08/2020,30,0
LS84602890,29/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,29/07/2020,30,0
LS84602890,29/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,11/08/2020,30,0
LS84602915,29/07/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,29/07/2020,30,0
LS84602926,29/07/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,10/08/2020,30,0
LS84602937,29/07/2020,"BUS LANE, CANAL STREET",60,17/08/2020,30,0
LS84602948,29/07/2020,"BUS LANE, CANAL STREET",60,29/07/2020,30,0
LS84602948,29/07/2020,"BUS LANE, CANAL STREET",60,11/08/2020,30,0
LS84602959,29/07/2020,"BUS LANE, CANAL STREET",60,10/08/2020,30,0
LS8460296A,29/07/2020,"BUS LANE, CANAL STREET",60,11/09/2020,30,0
LS84602992,29/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,17/08/2020,30,0
LS84602992,29/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,18/08/2020,30,0
LS84603000,29/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,17/08/2020,30,0
LS84603055,29/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,10/08/2020,30,0
LS84603077,29/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,29/07/2020,30,0
LS84603077,29/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,27/08/2020,30,0
LS84603088,29/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,29/07/2020,30,0
LS84603099,29/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,18/08/2020,30,0
LS84603102,29/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,29/07/2020,30,0
LS84603113,29/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,13/08/2020,30,0
LS84603135,29/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,07/08/2020,30,0
LS84603146,29/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,21/09/2020,30,0
LS84603204,29/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,10/08/2020,30,0
LS84603204,29/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,11/08/2020,30,0
LS84603215,29/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,29/07/2020,30,0
LS84603215,29/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,14/08/2020,30,0
LS84603215,29/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,17/08/2020,30,0
LS84603226,29/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,29/07/2020,30,0
LS84603226,29/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,28/08/2020,30,0
LS84603226,29/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,02/09/2020,30,0
LS8460326A,29/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,29/07/2020,30,0
LS8460326A,29/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,11/08/2020,30,0
LS84603270,29/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,29/07/2020,30,0
LS84603270,29/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,11/08/2020,30,0
LS84603281,29/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,29/07/2020,0,60
LS84603292,29/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,10/08/2020,30,0
LS84603306,29/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,15/08/2020,30,0
LS84603339,29/07/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,29/09/2020,98,0
LS8460334A,29/07/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,29/07/2020,0,0
LS84603372,29/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,13/08/2020,30,0
LS84603383,29/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,29/07/2020,30,0
LS84603383,29/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,14/08/2020,30,0
LS84603394,29/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,31/08/2020,30,0
LS84603408,29/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,29/07/2020,30,0
LS84603408,29/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,14/08/2020,30,0
LS84603408,29/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,17/08/2020,30,0
LS8460342A,29/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,13/08/2020,30,0
LS84603441,29/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,04/09/2020,0,98
LS84603452,29/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,29/07/2020,30,0
LS84603463,29/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,29/07/2020,0,98
LS84603463,29/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,04/09/2020,0,98
LS84603474,29/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,29/09/2020,0,98
LS84603485,29/07/2020,"BUS LANE, BURLEY RD JNC STUDIO RD",60,29/07/2020,60,0
LS84603485,29/07/2020,"BUS LANE, BURLEY RD JNC STUDIO RD",60,04/09/2020,60,0
LS84603485,29/07/2020,"BUS LANE, BURLEY RD JNC STUDIO RD",60,07/09/2020,60,0
LS84603496,29/07/2020,"BUS LANE, DEWSBURY RD JNC JACK LANE",60,29/07/2020,30,0
LS8460350A,29/07/2020,"BUS LANE, DEWSBURY ROAD (M621)",60,21/08/2020,30,0
LS84603510,29/07/2020,"BUS LANE, DEWSBURY ROAD (M621)",60,29/07/2020,30,0
LS84603554,29/07/2020,"BUS LANE, YORK RD SERVICE RD",60,29/07/2020,30,0
LS84603565,29/07/2020,"BUS LANE, YORK RD SERVICE RD",60,29/07/2020,30,0
LS84603623,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/09/2020,0,98
LS84603656,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603667,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,20/08/2020,30,0
LS84603689,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS8460369A,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,10/08/2020,30,0
LS84603703,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603703,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,14/08/2020,30,0
LS84603736,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,10/08/2020,30,0
LS84603747,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,0,98
LS84603747,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,04/09/2020,0,98
LS84603769,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603769,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,14/08/2020,30,0
LS84603780,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603780,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,14/08/2020,30,0
LS84603791,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603816,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,0,98
LS84603816,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,04/09/2020,0,98
LS84603827,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603827,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,11/08/2020,30,0
LS84603838,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,12/08/2020,30,0
LS84603849,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,16/09/2020,0,98
LS8460385A,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,0,60
LS8460385A,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,27/08/2020,0,60
LS84603860,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603860,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,13/08/2020,30,0
LS84603871,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603871,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,14/08/2020,30,0
LS84603882,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,98,0
LS84603882,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,04/09/2020,98,0
LS84603893,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,0,98
LS84603893,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,04/09/2020,0,98
LS84603907,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,10/08/2020,30,0
LS84603962,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603962,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,09/08/2020,30,0
LS84603973,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603984,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,29/07/2020,30,0
LS84603984,29/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,14/08/2020,30,0
LS84604105,29/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,29/07/2020,0,0
LS84604105,29/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,12/08/2020,0,0
LS8460415A,29/07/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,29/07/2020,30,0
LS8460415A,29/07/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,08/08/2020,30,0
LS84604229,29/07/2020,"BUS LANE, NEW MARKET STREET",60,29/07/2020,30,0
LS84604240,29/07/2020,"BUS LANE, NEW MARKET STREET",60,29/07/2020,30,0
LS84604251,29/07/2020,"BUS LANE, NEW MARKET STREET",60,29/07/2020,30,0
LS84604251,29/07/2020,"BUS LANE, NEW MARKET STREET",60,11/08/2020,30,0
LS84604262,29/07/2020,"BUS LANE, NEW MARKET STREET",60,29/07/2020,30,0
LS84604262,29/07/2020,"BUS LANE, NEW MARKET STREET",60,14/08/2020,30,0
LS84604273,29/07/2020,"BUS LANE, NEW MARKET STREET",60,07/08/2020,30,0
LS84604273,29/07/2020,"BUS LANE, NEW MARKET STREET",60,10/08/2020,30,0
LS84604284,29/07/2020,"BUS LANE, NEW MARKET STREET",60,29/07/2020,0,60
LS84604295,29/07/2020,"BUS LANE, NEW MARKET STREET",60,17/08/2020,30,0
LS84602904,30/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,30/07/2020,90,0
LS84602970,30/07/2020,"BUS LANE, CANAL STREET",60,10/08/2020,30,0
LS84602981,30/07/2020,"BUS LANE, CANAL STREET",60,25/08/2020,30,0
LS84603168,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,10/08/2020,30,0
LS84603168,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,11/08/2020,30,0
LS84603179,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,30/07/2020,30,0
LS84603179,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,09/08/2020,30,0
LS8460318A,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,08/08/2020,30,0
LS84603237,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,30/07/2020,30,0
LS84603237,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,10/08/2020,30,0
LS84603248,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,14/08/2020,30,0
LS84603995,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84603995,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,10/08/2020,30,0
LS84604014,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,04/09/2020,0,98
LS84604025,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84604025,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,07/08/2020,30,0
LS84604025,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,10/08/2020,30,0
LS84604036,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84604036,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,18/08/2020,30,0
LS84604047,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,30,0
LS84604047,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,10/08/2020,30,0
LS84604058,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,24/08/2020,30,0
LS84604069,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,0,60
LS84604080,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,21/08/2020,30,0
LS84604127,30/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,30/07/2020,30,0
LS84604127,30/07/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,07/08/2020,30,0
LS84604160,30/07/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,30/07/2020,30,0
LS84604160,30/07/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,08/08/2020,30,0
LS84604182,30/07/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,10/08/2020,30,0
LS84604309,30/07/2020,"BUS LANE, NEW MARKET STREET",60,30/07/2020,30,0
LS84604309,30/07/2020,"BUS LANE, NEW MARKET STREET",60,14/08/2020,30,0
LS8460431A,30/07/2020,"BUS LANE, NEW MARKET STREET",60,30/07/2020,30,0
LS8460431A,30/07/2020,"BUS LANE, NEW MARKET STREET",60,12/08/2020,30,0
LS84604976,30/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,18/08/2020,0,0
LS84604987,30/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,30/07/2020,30,0
LS84604987,30/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,14/08/2020,30,0
LS84604987,30/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,17/08/2020,30,0
LS84604998,30/07/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,30/07/2020,0,98
LS84605028,30/07/2020,"BUS LANE, CANAL STREET",60,30/07/2020,0,98
LS8460512A,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,30/07/2020,90,0
LS8460512A,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,28/09/2020,90,0
LS84605130,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,14/08/2020,30,0
LS84605152,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,30/07/2020,30,0
LS84605152,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,12/08/2020,30,0
LS84605163,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,30/07/2020,30,0
LS84605174,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,25/09/2020,30,0
LS84605185,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,30/07/2020,30,0
LS84605185,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,15/08/2020,30,0
LS84605196,30/07/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,30/07/2020,0,90
LS84605378,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,30/07/2020,30,0
LS84605389,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,30/07/2020,0,98
LS8460539A,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,14/08/2020,30,0
LS8460539A,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,17/08/2020,30,0
LS84605403,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,30/07/2020,30,0
LS84605414,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,30/07/2020,30,0
LS84605414,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,15/08/2020,30,0
LS84605425,30/07/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,30/07/2020,0,60
LS84605480,30/07/2020,"BUS LANE, OTLEY ROAD HEADINGLEY",60,30/07/2020,30,0
LS84605560,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,30/07/2020,30,0
LS84605560,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,17/08/2020,30,0
LS84605571,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,30/07/2020,30,0
LS84605582,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,30/07/2020,30,0
LS84605582,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,26/08/2020,30,0
LS84605593,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,30/07/2020,30,0
LS84605607,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,16/08/2020,30,0
LS84605618,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,30/07/2020,0,60
LS84605629,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,30/07/2020,30,0
LS84605629,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,23/09/2020,30,0
LS8460563A,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,30/07/2020,0,98
LS84605640,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,30/07/2020,30,0
LS84605640,30/07/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,18/08/2020,30,0
LS84605753,30/07/2020,"BUS LANE, DEWSBURY ROAD (M621)",60,30/07/2020,30,0
LS84605753,30/07/2020,"BUS LANE, DEWSBURY ROAD (M621)",60,11/09/2020,30,0
LS84605753,30/07/2020,"BUS LANE, DEWSBURY ROAD (M621)",60,24/09/2020,30,0
LS84605833,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,30/07/2020,0,0
LS84605844,30/07/2020,"BUS LANE, ELLAND RD OPP HOXTON MOUNT",60,11/08/2020,30,0
